Attack category,Attack subcategory,Protocol,Port_Category,Duration_Cat,Emission
Generic,IXIA,iatp,Other,Short,iatp_Other_Short
Fuzzers,HTTP,tcp,Web,Medium,tcp_Web_Medium
Exploits,Browser,tcp,Web,Short,tcp_Web_Short
Exploits,SMB,cphb,Other,Short,cphb_Other_Short
Fuzzers,HTTP,tcp,Web,Medium,tcp_Web_Medium
Exploits,SMB,unas,Other,Short,unas_Other_Short
Exploits,Web Application,tcp,Web,Medium,tcp_Web_Medium
DoS,HTTP,bna,Other,Short,bna_Other_Short
Reconnaissance,ICMP,ddx,Other,Short,ddx_Other_Short
Fuzzers,HTTP,udp,Registered,Short,udp_Registered_Short
Exploits,Browser,tcp,Other,Medium,tcp_Other_Medium
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Fuzzers,OSPF,iso-tp4,Other,Short,iso-tp4_Other_Short
Fuzzers,HTTP,tcp,Web,Medium,tcp_Web_Medium
Exploits,Web Application,tcp,Web,Medium,tcp_Web_Medium
Exploits,Office Document,tcp,Mail,Short,tcp_Mail_Short
Exploits,Browser,tcp,Ephemeral,Short,tcp_Ephemeral_Short
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Exploits,Miscellaneous,hmp,Other,Short,hmp_Other_Short
Exploits,Miscellaneous Batch,tcp,Web,Medium,tcp_Web_Medium
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Exploits,Miscellaneous,scps,Other,Short,scps_Other_Short
Generic,IXIA,bna,Other,Short,bna_Other_Short
Fuzzers,OSPF,any,Other,Short,any_Other_Short
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Exploits,Apache,tcp,Web,Medium,tcp_Web_Medium
Reconnaissance,ICMP,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,sprite-rpc,Other,Short,sprite-rpc_Other_Short
Exploits,Miscellaneous,merit-inp,Other,Short,merit-inp_Other_Short
Exploits,Web Application,wb-mon,Other,Short,wb-mon_Other_Short
Exploits,Miscellaneous,ipv6,Other,Short,ipv6_Other_Short
DoS,Miscellaneous,udp,Other,Short,udp_Other_Short
Exploits,Web Application,tcp,Web,Medium,tcp_Web_Medium
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,All,tcp,Registered,Short,tcp_Registered_Short
Fuzzers,Syslog,udp,Other,Short,udp_Other_Short
Exploits,Miscellaneous,tcp,Mail,Medium,tcp_Mail_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Reconnaissance,SunRPC Portmapper (UDP) UDP Service,udp,RPC,Short,udp_RPC_Short
Exploits,Webserver,tcp,Registered,Short,tcp_Registered_Short
DoS,IGMP,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,tcp,Web,Medium,tcp_Web_Medium
Reconnaissance,ICMP,ipx-n-ip,Other,Short,ipx-n-ip_Other_Short
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
DoS,Miscellaneous,vrrp,Other,Short,vrrp_Other_Short
Exploits,Miscellaneous,mtp,Other,Short,mtp_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,RTSP,sctp,Other,Medium,sctp_Other_Medium
Exploits,Clientside,tcp,Mail,Medium,tcp_Mail_Medium
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Exploits,Browser,unas,Other,Short,unas_Other_Short
DoS,TCP,pgm,Other,Short,pgm_Other_Short
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
DoS,Miscellaneous,sctp,Other,Short,sctp_Other_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Exploits,Clientside,ospf,Other,Long,ospf_Other_Long
Fuzzers,OSPF,chaos,Other,Short,chaos_Other_Short
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Exploits,Web Application,xns-idp,Other,Short,xns-idp_Other_Short
Exploits,Miscellaneous,rvd,Other,Medium,rvd_Other_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,RADIUS,pup,Other,Short,pup_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
DoS,HTTP,tcp,Web,Medium,tcp_Web_Medium
Fuzzers,OSPF,pipe,Other,Short,pipe_Other_Short
Fuzzers,OSPF,secure-vmtp,Other,Short,secure-vmtp_Other_Short
Exploits,Miscellaneous,3pc,Other,Short,3pc_Other_Short
Exploits,Web Application,tcp,Registered,Medium,tcp_Registered_Medium
Fuzzers,OSPF,sat-mon,Other,Short,sat-mon_Other_Short
Reconnaissance,HTTP,tcp,Web,Short,tcp_Web_Short
Fuzzers,HTTP,tcp,Web,Medium,tcp_Web_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Miscellaneous,gre,Other,Short,gre_Other_Short
DoS,SNMP,udp,SNMP,Short,udp_SNMP_Short
Exploits,SMB,tcp,Other,Medium,tcp_Other_Medium
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
DoS,Miscellaneous,sun-nd,Other,Short,sun-nd_Other_Short
DoS,Miscellaneous,trunk-2,Other,Short,trunk-2_Other_Short
DoS,TCP,bbn-rcc,Other,Short,bbn-rcc_Other_Short
DoS,HTTP,pri-enc,Other,Short,pri-enc_Other_Short
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
DoS,Asterisk,any,Other,Short,any_Other_Short
Fuzzers,OSPF,st2,Other,Medium,st2_Other_Medium
Analysis,Port Scanners,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,mobile,Other,Short,mobile_Other_Short
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,RPC,Medium,tcp_RPC_Medium
Exploits,Miscellaneous,ipv6-frag,Other,Short,ipv6-frag_Other_Short
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Reconnaissance,ICMP,unas,Other,Short,unas_Other_Short
Exploits,Web Application,unas,Other,Short,unas_Other_Short
DoS,Miscellaneous,ospf,Other,Medium,ospf_Other_Medium
Exploits,Miscellaneous,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Fuzzers,BGP,tcp,Other,Short,tcp_Other_Short
Exploits,Web Application,tcp,Web,Short,tcp_Web_Short
Exploits,IGMP,zero,Other,Short,zero_Other_Short
Reconnaissance,ICMP,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,narp,Other,Short,narp_Other_Short
DoS,NetBIOS/SMB,visa,Other,Short,visa_Other_Short
Exploits,Browser FTP,tcp,Other,Medium,tcp_Other_Medium
DoS,Miscellaneous,ippc,Other,Short,ippc_Other_Short
Exploits,SMB,tcp,Other,Medium,tcp_Other_Medium
DoS,Miscellaneous,skip,Other,Short,skip_Other_Short
Exploits,Miscellaneous,tcp,Registered,Medium,tcp_Registered_Medium
Backdoor,Unknown,skip,Other,Short,skip_Other_Short
Fuzzers,Syslog,udp,Other,Short,udp_Other_Short
DoS,ICMP,sctp,Other,Short,sctp_Other_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Exploits,Clientside,tcp,Mail,Medium,tcp_Mail_Medium
Fuzzers,OSPF,leaf-1,Other,Short,leaf-1_Other_Short
Fuzzers,Syslog,udp,Other,Short,udp_Other_Short
Exploits,Webserver,tcp,Web,Short,tcp_Web_Short
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,RPC,Medium,tcp_RPC_Medium
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Reconnaissance,ICMP,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,tcp,Mail,Short,tcp_Mail_Short
Exploits,Clientside,tcp,Mail,Medium,tcp_Mail_Medium
Fuzzers,OSPF,gre,Other,Short,gre_Other_Short
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Reconnaissance,SunRPC Portmapper (UDP),udp,RPC,Short,udp_RPC_Short
Reconnaissance,ICMP,ospf,Other,Long,ospf_Other_Long
Fuzzers,SMB,tcp,Other,Long,tcp_Other_Long
Exploits,Backup Appliance,tcp,Registered,Medium,tcp_Registered_Medium
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Generic,IXIA,tcp,Other,Medium,tcp_Other_Medium
Exploits,Miscellaneous,sctp,Other,Short,sctp_Other_Short
Generic,SIP,udp,Registered,Short,udp_Registered_Short
Fuzzers,OSPF,sat-mon,Other,Short,sat-mon_Other_Short
Exploits,Miscellaneous,tcp,Mail,Medium,tcp_Mail_Medium
DoS,Miscellaneous,ipnip,Other,Short,ipnip_Other_Short
Generic,IXIA,tcp,Web,Medium,tcp_Web_Medium
Exploits,Miscellaneous,3pc,Other,Short,3pc_Other_Short
Exploits,Browser,tcp,Web,Short,tcp_Web_Short
DoS,IGMP,tcp,Web,Medium,tcp_Web_Medium
Exploits,SMB,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous Batch,tcp,Web,Medium,tcp_Web_Medium
Generic,IXIA,tcp,Web,Short,tcp_Web_Short
Exploits,Miscellaneous,igp,Other,Short,igp_Other_Short
DoS,RDP,ipx-n-ip,Other,Short,ipx-n-ip_Other_Short
Exploits,SMB,pipe,Other,Short,pipe_Other_Short
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
DoS,LDAP,tcp,Other,Medium,tcp_Other_Medium
Exploits,Miscellaneous,sun-nd,Other,Short,sun-nd_Other_Short
DoS,TCP,ifmp,Other,Short,ifmp_Other_Short
Exploits,Miscellaneous,iplt,Other,Short,iplt_Other_Short
Exploits,Miscellaneous,wb-expak,Other,Short,wb-expak_Other_Short
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,RPC,Medium,tcp_RPC_Medium
Exploits,Clientside,tcp,Web,Medium,tcp_Web_Medium
Exploits,SIP,udp,Registered,Short,udp_Registered_Short
Shellcode,Mac OS X,udp,Registered,Short,udp_Registered_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Reconnaissance,ICMP,unas,Other,Short,unas_Other_Short
Reconnaissance,ICMP,ospf,Other,Long,ospf_Other_Long
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Fuzzers,BGP,tcp,Other,Short,tcp_Other_Short
Exploits,Apache,ipcomp,Other,Short,ipcomp_Other_Short
Exploits,Miscellaneous,tcp,Registered,Medium,tcp_Registered_Medium
DoS,TCP,ipv6,Other,Short,ipv6_Other_Short
Backdoor,Unknown,sctp,Other,Short,sctp_Other_Short
Reconnaissance,ICMP,ospf,Other,Short,ospf_Other_Short
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Miscellaneous,pup,Other,Short,pup_Other_Short
Fuzzers,FTP,tcp,Other,Medium,tcp_Other_Medium
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,nvp,Other,Short,nvp_Other_Short
Fuzzers,OSPF,ipv6-no,Other,Short,ipv6-no_Other_Short
Exploits,Apache,pup,Other,Short,pup_Other_Short
Exploits,Clientside,tcp,Mail,Long,tcp_Mail_Long
Exploits,Browser,tcp,Ephemeral,Medium,tcp_Ephemeral_Medium
Analysis,Port Scanners,unas,Other,Short,unas_Other_Short
Reconnaissance,ICMP,ospf,Other,Long,ospf_Other_Long
Exploits,Miscellaneous,visa,Other,Short,visa_Other_Short
Exploits,Miscellaneous,tcp,Registered,Medium,tcp_Registered_Medium
Exploits,Browser FTP,tcp,Ephemeral,Medium,tcp_Ephemeral_Medium
Reconnaissance,SunRPC Portmapper (UDP) UDP Service,udp,RPC,Short,udp_RPC_Short
DoS,RDP,unas,Other,Short,unas_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Reconnaissance,SunRPC Portmapper (UDP) UDP Service,udp,RPC,Short,udp_RPC_Short
Exploits,Miscellaneous,dcn,Other,Short,dcn_Other_Short
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous Batch,sat-mon,Other,Short,sat-mon_Other_Short
Exploits,Miscellaneous,srp,Other,Short,srp_Other_Short
Fuzzers,FTP,tcp,Other,Medium,tcp_Other_Medium
DoS,ICMP,zero,Other,Short,zero_Other_Short
Exploits,Clientside,tcp,Web,Short,tcp_Web_Short
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,RPC,Medium,tcp_RPC_Medium
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,RPC,Medium,tcp_RPC_Medium
Exploits,SMB,cpnx,Other,Short,cpnx_Other_Short
Exploits,Miscellaneous,a/n,Other,Short,a/n_Other_Short
DoS,Miscellaneous,ipv6,Other,Short,ipv6_Other_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
DoS,Miscellaneous,pup,Other,Short,pup_Other_Short
Exploits,Miscellaneous,ipv6,Other,Short,ipv6_Other_Short
DoS,TCP,eigrp,Other,Short,eigrp_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
DoS,Miscellaneous,nvp,Other,Short,nvp_Other_Short
Exploits,Apache,unas,Other,Short,unas_Other_Short
Generic,IXIA,merit-inp,Other,Short,merit-inp_Other_Short
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
Fuzzers,SMB,tcp,Other,Short,tcp_Other_Short
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Fuzzers,OSPF,any,Other,Short,any_Other_Short
Exploits,Miscellaneous,scps,Other,Short,scps_Other_Short
Exploits,Web Application,tcp,Web,Medium,tcp_Web_Medium
Exploits,Miscellaneous,kryptolan,Other,Short,kryptolan_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Miscellaneous,tcp,Registered,Short,tcp_Registered_Short
Fuzzers,FTP,tcp,Other,Medium,tcp_Other_Medium
Exploits,Miscellaneous,rvd,Other,Long,rvd_Other_Long
DoS,Asterisk,a/n,Other,Short,a/n_Other_Short
Exploits,RTSP,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,ospf,Other,Medium,ospf_Other_Medium
Exploits,Clientside,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Browser,tcp,Ephemeral,Medium,tcp_Ephemeral_Medium
Analysis,Port Scanners,sctp,Other,Long,sctp_Other_Long
Backdoor,Unknown,sun-nd,Other,Short,sun-nd_Other_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Backdoor,Unknown,trunk-1,Other,Short,trunk-1_Other_Short
DoS,TCP,unas,Other,Short,unas_Other_Short
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,RTSP,swipe,Other,Short,swipe_Other_Short
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,RPC,Medium,tcp_RPC_Medium
DoS,Miscellaneous,gre,Other,Short,gre_Other_Short
Exploits,Miscellaneous Batch,wb-expak,Other,Short,wb-expak_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,crtp,Other,Short,crtp_Other_Short
Exploits,Miscellaneous Batch,srp,Other,Short,srp_Other_Short
DoS,Browser,tcp,Web,Short,tcp_Web_Short
DoS,Ethernet,eigrp,Other,Short,eigrp_Other_Short
Exploits,Web Application,nvp,Other,Short,nvp_Other_Short
Reconnaissance,ICMP,sat-expak,Other,Short,sat-expak_Other_Short
Fuzzers,SMB,tcp,Other,Short,tcp_Other_Short
Exploits,Miscellaneous,tlsp,Other,Short,tlsp_Other_Short
Reconnaissance,ICMP,ospf,Other,Long,ospf_Other_Long
Fuzzers,OSPF,iplt,Other,Short,iplt_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,Browser,unas,Other,Short,unas_Other_Short
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Backdoor,Unknown,idrp,Other,Short,idrp_Other_Short
Reconnaissance,ICMP,xnet,Other,Short,xnet_Other_Short
Exploits,ICMP,sctp,Other,Short,sctp_Other_Short
Reconnaissance,ICMP,ospf,Other,Short,ospf_Other_Short
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Exploits,ICMP,mux,Other,Medium,mux_Other_Medium
Exploits,Browser FTP,tcp,Ephemeral,Medium,tcp_Ephemeral_Medium
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
DoS,IGMP,kryptolan,Other,Short,kryptolan_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Fuzzers,OSPF,compaq-peer,Other,Short,compaq-peer_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
DoS,Miscellaneous,bbn-rcc,Other,Short,bbn-rcc_Other_Short
Fuzzers,OSPF,ggp,Other,Short,ggp_Other_Short
Exploits,Miscellaneous,ifmp,Other,Short,ifmp_Other_Short
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
DoS,TCP,unas,Other,Short,unas_Other_Short
Exploits,Apache,trunk-2,Other,Short,trunk-2_Other_Short
Exploits,PHP,wb-mon,Other,Short,wb-mon_Other_Short
Reconnaissance,HTTP,tcp,Web,Medium,tcp_Web_Medium
Exploits,Miscellaneous,ospf,Other,Long,ospf_Other_Long
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,RPC,Medium,tcp_RPC_Medium
DoS,HTTP,zero,Other,Short,zero_Other_Short
Reconnaissance,ICMP,nvp,Other,Short,nvp_Other_Short
Exploits,SMB,unas,Other,Short,unas_Other_Short
Exploits,SMB,tcp,Other,Medium,tcp_Other_Medium
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
DoS,Miscellaneous,pipe,Other,Short,pipe_Other_Short
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,RPC,Short,tcp_RPC_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Fuzzers,HTTP,tcp,Web,Medium,tcp_Web_Medium
Exploits,SIP,ospf,Other,Long,ospf_Other_Long
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Web Application,tcp,Web,Short,tcp_Web_Short
Reconnaissance,ICMP,ib,Other,Short,ib_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Reconnaissance,ICMP,merit-inp,Other,Short,merit-inp_Other_Short
DoS,Miscellaneous,il,Other,Short,il_Other_Short
DoS,Miscellaneous,ospf,Other,Medium,ospf_Other_Medium
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
DoS,TCP,unas,Other,Short,unas_Other_Short
DoS,Miscellaneous,ospf,Other,Long,ospf_Other_Long
Exploits,IGMP,ospf,Other,Long,ospf_Other_Long
Reconnaissance,ICMP,unas,Other,Short,unas_Other_Short
Backdoor,Unknown,unas,Other,Short,unas_Other_Short
DoS,Miscellaneous,ipv6-frag,Other,Short,ipv6-frag_Other_Short
Exploits,Miscellaneous,cpnx,Other,Short,cpnx_Other_Short
Exploits,Miscellaneous,pup,Other,Short,pup_Other_Short
Exploits,Miscellaneous Batch,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Browser,tcp,Web,Short,tcp_Web_Short
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,RPC,Medium,tcp_RPC_Medium
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,RPC,Medium,tcp_RPC_Medium
Exploits,Web Application,tcp,Registered,Short,tcp_Registered_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,RTSP,tcp,Other,Medium,tcp_Other_Medium
DoS,TCP,unas,Other,Short,unas_Other_Short
DoS,TCP,ospf,Other,Long,ospf_Other_Long
Exploits,Browser FTP,tcp,Ephemeral,Medium,tcp_Ephemeral_Medium
Exploits,ICMP,smp,Other,Short,smp_Other_Short
Shellcode,BSDi,tcp,Registered,Medium,tcp_Registered_Medium
Exploits,Miscellaneous,any,Other,Short,any_Other_Short
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Exploits,Miscellaneous,sctp,Other,Short,sctp_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
DoS,Miscellaneous,vines,Other,Short,vines_Other_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,gmtp,Other,Short,gmtp_Other_Short
Exploits,Miscellaneous,tcp,Web,Medium,tcp_Web_Medium
DoS,RDP,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,tcp,Registered,Medium,tcp_Registered_Medium
Generic,IXIA,tcp,Web,Medium,tcp_Web_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Fuzzers,Syslog,udp,Other,Short,udp_Other_Short
Fuzzers,FTP,tcp,Other,Medium,tcp_Other_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Miscellaneous,egp,Other,Short,egp_Other_Short
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Exploits,Miscellaneous,swipe,Other,Short,swipe_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Generic,IXIA,tcp,Web,Short,tcp_Web_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Exploits,SMB,unas,Other,Short,unas_Other_Short
Fuzzers,OSPF,sps,Other,Short,sps_Other_Short
Fuzzers,OSPF,ospf,Other,Short,ospf_Other_Short
Exploits,SMB,unas,Other,Short,unas_Other_Short
Exploits,SIP,gmtp,Other,Short,gmtp_Other_Short
Exploits,IGMP,ipnip,Other,Short,ipnip_Other_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
DoS,Browser,tcp,Web,Medium,tcp_Web_Medium
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Generic,IXIA,tcp,Mail,Medium,tcp_Mail_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Web Application,tcp,Web,Short,tcp_Web_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Reconnaissance,HTTP,tcp,Web,Short,tcp_Web_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Fuzzers,OSPF,ospf,Other,Long,ospf_Other_Long
DoS,Miscellaneous,tcp,Other,Short,tcp_Other_Short
Exploits,SMB,unas,Other,Short,unas_Other_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,RPC,Medium,tcp_RPC_Medium
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Fuzzers,OSPF,rvd,Other,Medium,rvd_Other_Medium
Backdoor,Unknown,vines,Other,Short,vines_Other_Short
Fuzzers,Syslog,udp,Other,Short,udp_Other_Short
Reconnaissance,SunRPC Portmapper (UDP) UDP Service,udp,RPC,Short,udp_RPC_Short
Fuzzers,OSPF,scps,Other,Short,scps_Other_Short
Reconnaissance,ICMP,xnet,Other,Short,xnet_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Reconnaissance,SunRPC Portmapper (UDP),udp,RPC,Short,udp_RPC_Short
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Fuzzers,TFTP,udp,Other,Short,udp_Other_Short
Reconnaissance,HTTP,tcp,Web,Short,tcp_Web_Short
Exploits,Miscellaneous,ddx,Other,Short,ddx_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Backdoor,Unknown,unas,Other,Short,unas_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,RPC,Medium,tcp_RPC_Medium
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Reconnaissance,SunRPC Portmapper (UDP),udp,RPC,Short,udp_RPC_Short
Reconnaissance,ICMP,sctp,Other,Short,sctp_Other_Short
Exploits,Clientside,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Apache,unas,Other,Short,unas_Other_Short
DoS,NetBIOS/SMB,unas,Other,Short,unas_Other_Short
DoS,Miscellaneous,tcp,Registered,Medium,tcp_Registered_Medium
Generic,IXIA,ipv6-frag,Other,Short,ipv6-frag_Other_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Backdoor,Unknown,ospf,Other,Long,ospf_Other_Long
Exploits,Miscellaneous,emcon,Other,Short,emcon_Other_Short
Generic,IXIA,tcp,RPC,Medium,tcp_RPC_Medium
Exploits,Browser,tcp,Other,Medium,tcp_Other_Medium
Exploits,Clientside,tcp,Web,Medium,tcp_Web_Medium
DoS,Miscellaneous,ospf,Other,Short,ospf_Other_Short
DoS,Microsoft Office,tcp,Mail,Medium,tcp_Mail_Medium
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Reconnaissance,ICMP,unas,Other,Short,unas_Other_Short
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Browser,tcp,Web,Short,tcp_Web_Short
Reconnaissance,ICMP,ospf,Other,Medium,ospf_Other_Medium
Exploits,SMB,unas,Other,Short,unas_Other_Short
Exploits,RTSP,tcp,Other,Medium,tcp_Other_Medium
Fuzzers,Syslog,udp,Other,Short,udp_Other_Short
Exploits,Web Application,skip,Other,Short,skip_Other_Short
Exploits,SMB,unas,Other,Short,unas_Other_Short
Exploits,Browser,unas,Other,Short,unas_Other_Short
DoS,Browser,tcp,Web,Short,tcp_Web_Short
Reconnaissance,ICMP,idrp,Other,Short,idrp_Other_Short
Reconnaissance,SunRPC Portmapper (UDP),udp,RPC,Short,udp_RPC_Short
Exploits,SMB,isis,Other,Short,isis_Other_Short
Exploits,Webserver,tcp,Web,Short,tcp_Web_Short
DoS,Miscellaneous,vines,Other,Short,vines_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,SMB,sctp,Other,Short,sctp_Other_Short
Exploits,Clientside,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
DoS,Miscellaneous,tcp,Mail,Medium,tcp_Mail_Medium
